# Inputs
# - sttic: number of `static` items
# - rfn__: number of uninlined function items
#   - rbb__: number of basic blocks in uninlined functions
#     - rssd_: number of `SourceScopeData`s in uninlined functions
#     - rstmt: number of statements in uninlined functions
#       - rplac: number of MIR `Place`s in uninlined functions
#       - rproj: number of MIR projections in uninlined functions
#       - rcnst: number of MIR constants in uninlined functions
#     - rdecl: number of `LocalDecls` in uninlined functions
# - ifn__: number of inlined function items
#   - ibb__: number of basic blocks in inlined functions
#     - issd_: number of `SourceScopeData`s in inlined functions
#     - istmt: number of statements in inlined functions
#       - iplac: number of MIR `Place`s in inlined functions
#       - iproj: number of MIR projections in inlined functions
#       - icnst: number of MIR constants in inlined functions
#     - idecl: number of `LocalDecls` in inlined functions
#
# The nesting shows how things fit together. E.g. a function contains basic
# blocks, which contains statements, which contains places.
# There will be high levels of correlation among many of these inputs.
# The more functions you have, the more of everything else (basic blocks,
# statements, etc.) you'll tend to have.
#
# Outputs
# - t_all__ = t_gen__ + t_opt__ + t_lto__; the main value to be estimated
# - t_gen__ = time to translate MIR to LLVM IR
# - t_opt__ = time for LLVM to process the LLVM IR
# - t_lto__ = time for LLVM to perform thin LTO, if necessary (only for opt builds)
#
# Other
# - cgu_name: CGU name; the first part indicates the benchmark name
# - est__: the current estimation function, approximately equal to sttic + bb___ + stmt_

cgu_name                                     sttic rfn__ ifn__ rbb__ ibb__ rssd_ issd_ rstmt istmt rplac iplac rproj iproj rcnst icnst rdecl idecl est__ t_all__ t_gen__ t_opt__ t_lto__
CGU-syn.34e0b73ce4aa46ac-cgu.14_____________     0   196     6  1378    18   668    14  1900    40  5580    74  1175    16   990     6  2231    34 14536   115.7    18.4    97.3     0.0
CGU-syn.34e0b73ce4aa46ac-cgu.15_____________     1   157     5  1485     8   797    10  1705    21  5142    39  1016     5   979     2  1948    20 14536   112.6    21.7    90.9     0.0
CGU-quote.866e2e7689bf75c2-cgu.0____________     0   116     0   584     0   205     0   428     0  2002     0    47     0   606     0  1081     0  4276    49.3    12.7    36.5     0.0
CGU-quote.866e2e7689bf75c2-cgu.1____________     0    93     1   350     1   124     1   468     1   961     3   239     0   163     0   492     2  3413    50.3     9.8    40.5     0.0
CGU-quote.866e2e7689bf75c2-cgu.2____________     0    14     2   196     2   444     2   936     2  1222     6   369     4   122     0   397     4  2878    35.7     5.8    29.8     0.0
CGU-quote.866e2e7689bf75c2-cgu.3____________     0    65     0   232     0   234     0   553     0  1041     0   231     0   143     0   474     0  2548    35.5     6.1    29.3     0.0
CGU-quote.866e2e7689bf75c2-cgu.4____________     0    36     0   239     0   324     0   733     0  1104     0   188     0   121     0   394     0  2425    43.6     8.6    34.9     0.0
CGU-quote.866e2e7689bf75c2-cgu.5____________     0    45     1   231     1    79     1   116     1   601     3   136     0   122     0   293     2  2168    35.8     7.5    28.2     0.0
CGU-proc_macro2.31e8a1cb4cfaee1d-cgu.00_____     0    57     2  1080     2   341     3  1164     2  3760     6   530     0   872     0  1402     4  9694    62.4     7.8    54.6     0.0
CGU-proc_macro2.31e8a1cb4cfaee1d-cgu.01_____     0   104     0   722     0   234     0   419     0  1725     0   379     0   341     0   721     0  6570    52.4     6.7    45.7     0.0
CGU-proc_macro2.31e8a1cb4cfaee1d-cgu.02_____     0   114    23   627    23   207    61   554   193  1945   228   154     2   544    19   940   107  5174    54.7     7.2    47.5     0.0
CGU-proc_macro2.31e8a1cb4cfaee1d-cgu.03_____     0    28     1   391    10   657    19  2117    45  2712    52   569     9   273     9   878    18  5119    47.6     9.3    38.4     0.0
CGU-proc_macro2.31e8a1cb4cfaee1d-cgu.04_____     0   127     1   400     1   229     3   352    10  1207    11   216     0   262     1   585     5  3671    32.8     5.3    27.5     0.0
CGU-proc_macro2.31e8a1cb4cfaee1d-cgu.05_____     0    39     1   168    10   502    27  1171    70  1560    79   464    14   133     9   529    27  3158    31.6     5.9    25.7     0.0
CGU-proc_macro2.31e8a1cb4cfaee1d-cgu.06_____     0    30     0   289     0   840     0  1485     0  1994     0   273     0   193     0   705     0  3115    38.7     5.7    33.0     0.0
CGU-proc_macro2.31e8a1cb4cfaee1d-cgu.07_____     0    97     0   273     0   149     0   221     0   542     0   227     0    87     0   374     0  2819    21.3     3.3    18.0     0.0
CGU-proc_macro2.31e8a1cb4cfaee1d-cgu.08_____     0    35     2   214    20   368    46  1026   115  1227   131   271    23   151    18   453    45  2814    21.6     4.8    16.8     0.0
CGU-proc_macro2.31e8a1cb4cfaee1d-cgu.09_____     0    63     4   267     4   164     4   552     4   958    12   226     0    85     0   397     8  2801    20.4     4.4    16.0     0.0
CGU-proc_macro2.31e8a1cb4cfaee1d-cgu.10_____     0    42     5   197    26   447    50   921   122  1276   150   279    31   118    19   465    55  2801    28.5     6.5    22.0     0.0
CGU-proc_macro2.31e8a1cb4cfaee1d-cgu.11_____     0    44     0   312     0   130     0   647     0  1077     0   153     0   189     0   429     0  2796    21.2     4.3    16.9     0.0
CGU-proc_macro2.31e8a1cb4cfaee1d-cgu.12_____     2    33     1   242     1   253     1   808     7  1132     9   271     2   117     0   404     5  2795    36.0     4.9    31.1     0.0
CGU-proc_macro2.31e8a1cb4cfaee1d-cgu.13_____     0    53     1   240     1   427     7   825    11  1354    15   270     7   177     0   501     6  2795    41.6     7.3    34.2     0.0
CGU-proc_macro2.31e8a1cb4cfaee1d-cgu.14_____     0    29     0   230     0   353     0  1057     0  1299     0   296     0   249     0   467     0  2794    40.3     8.2    32.1     0.0
CGU-proc_macro2.31e8a1cb4cfaee1d-cgu.15_____     0    46     0   278     0   338     0  1094     0  1404     0   212     0   264     0   556     0  2794    45.2     7.3    37.9     0.0
CGU-libc.bfc31527b4f679a7-cgu.0_____________     0   218     0   226     0   218     0   234     0   705     0   228     0    21     0   465     0  2494    49.8    11.3    38.5     0.0
CGU-rand.73c0c509de62cf16-cgu.0_____________     0    64     1   311     1   416     1  1097     1  1877     3   353     0   225     0   737     2  3596    51.5     9.5    42.1     0.0
CGU-rand.73c0c509de62cf16-cgu.1_____________     2    86     8   332    12   484    13   810    30  1464    53   286     8   206     5   613    28  3586    46.4     8.9    37.6     0.0
CGU-rand.73c0c509de62cf16-cgu.2_____________     0    23     2   153    20   144    54   537   140   679   158   136    28   108    18   258    54  1867    29.1     3.1    26.0     0.0
CGU-rand.73c0c509de62cf16-cgu.3_____________     0    24     1   208     1   109     1   476     1   727     1    90     0   136     1   275     1  1823    20.1     3.3    16.8     0.0
CGU-rand.73c0c509de62cf16-cgu.4_____________     0    23     4   163     7   130     4   347     2   632    22   153     1   112     3   261    13  1806    33.4     4.0    29.4     0.0
CGU-rand.73c0c509de62cf16-cgu.5_____________     1    21     5   155     5   150    13   671    29   870    36   162     8   187     1   350    18  1801    31.2     4.4    26.7     0.0
CGU-rand_core.665f367f29198c67-cgu.0________     0    44     9   214    12   185    34   717    86  1331   114   163     8   155     4   541    47  2266    36.9     5.6    31.4     0.0
CGU-cfg_if.84615b49eb56b783-cgu.0___________     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     2.6     0.3     2.3     0.0
CGU-serde.3114ffb7e81d78a4-cgu.0____________     0    99     8   336     8   346    24   930    80  1732    88   262     0   287     8   788    40  3456    47.4     7.4    39.9     0.0
CGU-serde.3114ffb7e81d78a4-cgu.1____________     0    63     3   259     6   432     7   860    16  1496    27   295     4   153     2   592    13  3051    34.6     7.6    27.0     0.0
CGU-serde.3114ffb7e81d78a4-cgu.2____________     5    74     2   283     2   154     6   434    20  1156    22   169     0   234     2   515    10  2676    36.4     3.7    32.6     0.0
CGU-autocfg.4b013de7bd917cde-cgu.00_________     0    27     1   380    10   629    19  2032    45  2615    52   574     9   254     9   841    18  5062    45.4    10.4    35.0     0.0
CGU-autocfg.4b013de7bd917cde-cgu.01_________     0    43     1   300    10   351    27   869    70  1445    79   366    14   233     9   524    27  3690    47.2     8.4    38.9     0.0
CGU-autocfg.4b013de7bd917cde-cgu.02_________     0    84     0   340     0   581     0  1340     0  1963     0   292     0   234     0   755     0  3548    32.6     9.3    23.3     0.0
CGU-autocfg.4b013de7bd917cde-cgu.03_________     0    48     2   297     2   658     2  1501     8  2015    12   359     2   178     0   720     7  3537    39.3    12.5    26.9     0.0
CGU-autocfg.4b013de7bd917cde-cgu.04_________     0    43     1   343    10   329    19  1029    45  1461    52   256     9   180     9   525    18  3531    27.3     5.0    22.3     0.0
CGU-autocfg.4b013de7bd917cde-cgu.05_________     0    60     0   287     0   434     0   966     0  1499     0   377     0   121     0   561     0  3517    35.4     6.5    28.8     0.0
CGU-autocfg.4b013de7bd917cde-cgu.06_________     0    42     1   322     4   468    20  1106    39  1584    52   295    12   232     4   535    16  3510    29.0     8.5    20.4     0.0
CGU-autocfg.4b013de7bd917cde-cgu.07_________     1    37     3   416     3    96     9   362    30  1394    33    99     0   347     3   614    15  3330    42.2    12.6    29.6     0.0
CGU-autocfg.4b013de7bd917cde-cgu.08_________     0    89     0   265     0    89     0    72     0   348     0   288     0    36     0   296     0  3007    34.2     3.7    30.5     0.0
CGU-autocfg.4b013de7bd917cde-cgu.09_________     0    24     0   208     0   637     0  1112     0  1501     0   226     0   135     0   531     0  2360    32.9     5.8    27.1     0.0
CGU-itoa.6134d339586775f9-cgu.0_____________     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     1.3     0.2     1.2     0.0
CGU-bitflags.cceb7c65397cade9-cgu.0_________     0    49     1   205     1    96     1   309     1   724     3   123     0   131     0   342     2  1934    29.3     3.0    26.3     0.0
CGU-getrandom.326e19b5dc99521d-cgu.0________     3    56     6   285     6   228    14   673    42  1309    44   184     4   222     7   575    23  2792    39.5     6.1    33.4     0.0
CGU-getrandom.326e19b5dc99521d-cgu.1________     0    34     3   209     3    68     4   371     6   723    11    90     1   132     0   314     7  1848    15.4     2.8    12.6     0.0
CGU-base64.f50201e797839e00-cgu.0___________     0    41     3   283    61   358    12   984   182  1743   496   257    80   307    89   673   173  3756    57.6     8.2    49.4     0.0
CGU-base64.f50201e797839e00-cgu.1___________     0    64     2   322    11   233    28   727    70  1382    79   172    14   217     9   555    28  3075    41.6     5.5    36.1     0.0
CGU-base64.f50201e797839e00-cgu.2___________     0    15     1   221     2    32     1   712     0  1939     5   367     0   442     1   708     3  3029    16.5     2.5    14.0     0.0
CGU-base64.f50201e797839e00-cgu.3___________     0    35     8   240     8   284    17   683    43  1345    63   168     0   204     4   509    32  2408    39.2     5.1    34.1     0.0
CGU-log.7867db6ce4559a6f-cgu.0______________     7   111     2   378     2   169     2   547     2  1301     6   244     2   239     0   645     4  3651    29.4     5.6    23.8     0.0
CGU-log.7867db6ce4559a6f-cgu.1______________     0    35     0   259     0   223     0   902     0  1179     0   160     0   197     0   451     0  2453    32.6     5.0    27.7     0.0
CGU-serde_derive.d9066bcc32970824-cgu.00____     0    50     0   397     0  1258     0  2321     0  3080     0   503     0   251     0  1069     0  4791    47.6     9.6    38.0     0.0
CGU-serde_derive.d9066bcc32970824-cgu.01____     0   127     0   393     0   127     0   120     0   541     0   412     0    68     0   443     0  4399    46.1     6.6    39.5     0.0
CGU-serde_derive.d9066bcc32970824-cgu.02____     0    59     0   336     0   260     0   884     0  1401     0   301     0   251     0   580     0  3556    50.9     7.9    43.0     0.0
CGU-serde_derive.d9066bcc32970824-cgu.03____     0    46     1   188    10   495    27  1238    70  1646    79   507    14   146     9   591    27  3470    24.4     6.7    17.7     0.0
CGU-serde_derive.d9066bcc32970824-cgu.04____     0    51     3   261     6   377     5   960     7  1433    19   345     4   153     1   549    10  3265    37.7     6.9    30.8     0.0
CGU-serde_derive.d9066bcc32970824-cgu.05____     0    52     0   274     0   552     0  1422     0  1919     0   336     0   261     0   714     0  3262    29.2     7.3    21.9     0.0
CGU-serde_derive.d9066bcc32970824-cgu.06____     0    42     0   265     0   808     0  1326     0  1919     0   351     0   128     0   667     0  3259    28.8     9.8    19.0     0.0
CGU-serde_derive.d9066bcc32970824-cgu.07____     0    35     2   295    20   387    46   880   115  1348   131   240    23   199    18   454    45  3257    39.8     8.1    31.7     0.0
CGU-serde_derive.d9066bcc32970824-cgu.08____     0    35     0   275     0   376     0  1020     0  1345     0   330     0   173     0   476     0  3245    45.4     7.7    37.6     0.0
CGU-serde_derive.d9066bcc32970824-cgu.09____     1     7     2   252     2    57     6   243    20   903    22    59     0   213     2   372    10  2015    34.7     5.0    29.7     0.0
CGU-rand_chacha.4f5a5caa62e58b10-cgu.0______     0    19   181    99  1355    28   394    53  2196   307  7378    17   919   101  1717   149  3085 13922   214.4    10.9   203.6     0.0
CGU-rand_chacha.4f5a5caa62e58b10-cgu.1______     0    45    17   323    24    96    17   195    10  1011    63   151     6   244    16   444    40  3057    37.2     2.6    34.6     0.0
CGU-rand_chacha.4f5a5caa62e58b10-cgu.2______     0    75     0   303     0   180     0   807     0  1194     0   189     0   171     0   483     0  2877    48.9     3.6    45.3     0.0
CGU-rand_chacha.4f5a5caa62e58b10-cgu.3______     0    87     3   298     3   575     3  1106     6  1718    15   187     3   452     0   688     9  2867    48.7     7.0    41.7     0.0
CGU-rand_chacha.4f5a5caa62e58b10-cgu.4______     0    64     8   192    37   182     8   537    73   892   216    96    32   146    43   405    93  2115    38.2     6.3    31.9     0.0
CGU-time.cd615b1b0ba1619c-cgu.00____________     0   123     8  1250     8   431    11  1755    23  5763    57   520     6  1507     0  2200    28 10910    84.9     7.6    77.3     0.0
CGU-time.cd615b1b0ba1619c-cgu.01____________     0   125     3   761     3   270     9   898    30  3166    33   517     0   532     3  1253    15  7416    61.8     6.2    55.6     0.0
CGU-time.cd615b1b0ba1619c-cgu.02____________     0    58     6   812     6   183    12  1219    35  3652    53   356     1   791     3  1345    27  7154    51.6     5.6    46.0     0.0
CGU-time.cd615b1b0ba1619c-cgu.03____________     0    42     5   608     5   184    11  1081    34  3228    48   420     1   670     3  1141    24  5975    47.4     4.7    42.7     0.0
CGU-time.cd615b1b0ba1619c-cgu.04____________     0    93     2   384     2   176     2   475     2  1227     6   253     0   127     0   544     4  3714    40.5     4.0    36.5     0.0
CGU-time.cd615b1b0ba1619c-cgu.05____________     0    68     4   339     4   101     8   404    21  1277    35   159     0   266     2   571    18  3037    21.8     3.2    18.6     0.0
CGU-time.cd615b1b0ba1619c-cgu.06____________     0    50     0   280     0    64     0   309     0   733     0    94     0   166     0   316     0  2336    31.7     2.8    28.8     0.0
CGU-time.cd615b1b0ba1619c-cgu.07____________     0    76     0   274     0   109     0   242     0   852     0    88     0   226     0   418     0  2270    42.9     3.5    39.4     0.0
CGU-time.cd615b1b0ba1619c-cgu.08____________     0    68     2   229     2   109     6   417    20   717    22   158     0   161     2   362    10  2249    34.6     3.7    30.9     0.0
CGU-time.cd615b1b0ba1619c-cgu.09____________     0    62     0   294     0   129     0   464     0   850     0    46     0   198     0   369     0  2242    36.1     3.1    33.0     0.0
CGU-serde_json.1e5835de9dbc2714-cgu.00______     0    85     0   633     0  1695     0  3926     0  5362     0  1129     0   445     0  1890     0  8947    90.3    19.9    70.4     0.0
CGU-serde_json.1e5835de9dbc2714-cgu.01______     1    48     5   748     7   216     6   830     3  2594    16   545     0   444     8   892    10  7466    51.7     6.7    45.0     0.0
CGU-serde_json.1e5835de9dbc2714-cgu.02______     2    90     1   549     1   225     2   645     1  2175     3   428     0   458     0   919     2  5564    47.3     6.3    41.0     0.0
CGU-serde_json.1e5835de9dbc2714-cgu.03______     0    21     0   369     0   380     0  1560     0  2084     0   689     0   165     0   648     0  5339    36.9     5.9    31.0     0.0
CGU-serde_json.1e5835de9dbc2714-cgu.04______     2    46     1   397     1   105     2   550     1  1706     3   541     0   305     0   642     2  4952    36.1     3.4    32.7     0.0
CGU-serde_json.1e5835de9dbc2714-cgu.05______     0   118     2   467     2   255     6   566    20  1644    22   276     0   277     2   730    10  4387    30.8     6.5    24.3     0.0
CGU-serde_json.1e5835de9dbc2714-cgu.06______     0    41     0   344     0   669     0  1448     0  1992     0   298     0   211     0   711     0  3600    30.6     7.3    23.3     0.0
CGU-serde_json.1e5835de9dbc2714-cgu.07______     0    40     0   332     0   357     0   910     0  1334     0   319     0   206     0   451     0  3600    26.5     5.9    20.5     0.0
CGU-serde_json.1e5835de9dbc2714-cgu.08______     0    82     2   364     2   195     4   501    11  1285    12   259     0   241     3   594     6  3598    31.6     4.4    27.2     0.0
CGU-serde_json.1e5835de9dbc2714-cgu.09______     0    49     1   245    10   472    27  1081    70  1535    79   439    14   161     9   552    27  3597    39.0     7.5    31.5     0.0
CGU-serde_json.1e5835de9dbc2714-cgu.10______     0    71     3   323     9   844     5  1607    11  2163    29   310     8   298     2   806    14  3596    48.6     9.2    39.4     0.0
CGU-serde_json.1e5835de9dbc2714-cgu.11______     0    84     5   349     5   336     5  1106    23  1757    33   272     7   170     0   719    19  3594    32.5     6.5    25.9     0.0
CGU-serde_json.1e5835de9dbc2714-cgu.12______     0    50    10   396    10   214    13   778    19  1652    39   185     3   361     1   637    25  3594    41.9     5.5    36.4     0.0
CGU-serde_json.1e5835de9dbc2714-cgu.13______     0    56     1   323     4   372    20  1023    39  1551    52   314    12   192     4   588    16  3593    46.6     7.3    39.3     0.0
CGU-serde_json.1e5835de9dbc2714-cgu.14______     0    91     0   344     0   465     0   892     0  1484     0   296     0   189     0   648     0  3592    46.1     9.0    37.0     0.0
CGU-serde_json.1e5835de9dbc2714-cgu.15______     1    65    10   353    13   200    28   620    86  1626   104   253     4   274     9   671    48  3591    48.5     7.5    41.0     0.0
CGU-lazy_static.63d5c1698ce43ec0-cgu.0______     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     2.2     0.2     2.0     0.0
CGU-memchr.4b22be339ce580bb-cgu.00__________     0    22     6   756     8   223    14  1181    16  3898    37   181     1   777     4  1506    19  6076    52.6     3.9    48.7     0.0
CGU-memchr.4b22be339ce580bb-cgu.01__________     0    19     6   753     8   221    14  1197    19  3893    39   182     1   776     4  1498    20  6059    46.4     4.0    42.4     0.0
CGU-memchr.4b22be339ce580bb-cgu.02__________     0    37    25   168   329    74    76   284   523   897  1705   232   404   108   152   376   576  6023    57.6     5.9    51.7     0.0
CGU-memchr.4b22be339ce580bb-cgu.03__________     0    13    13   294   109   113    20   620   131  1833   413   142     9   337    75   721   179  3425    42.2     2.7    39.5     0.0
CGU-memchr.4b22be339ce580bb-cgu.04__________     0    42    10   240    55   276    24   596    85  1277   262   240    35   164    36   512   109  3165    46.4    18.5    27.9     0.0
CGU-memchr.4b22be339ce580bb-cgu.05__________     0    85     0   279     0   371     0   727     0  1397     0   188     0   158     0   579     0  2705    29.4     8.9    20.5     0.0
CGU-memchr.4b22be339ce580bb-cgu.06__________     0    43    20   229    76   199    47   593    82  1041   348   121    21   178    43   417   148  2703    28.4     8.9    19.5     0.0
CGU-memchr.4b22be339ce580bb-cgu.07__________     0    39    16   141   144   127    56   384   244   663   749   113    63    91   116   255   311  2699    24.1     4.5    19.6     0.0
CGU-memchr.4b22be339ce580bb-cgu.08__________     6    43    13   212    63   367    55   979   112  1322   340   158    33   207    38   526   131  2695    42.9     6.6    36.3     0.0
CGU-memchr.4b22be339ce580bb-cgu.09__________     0     5    24    19   248     5    87    17   403    66  1288    10   100    12   203    32   535  2309    39.1     2.4    36.7     0.0
CGU-memchr.4b22be339ce580bb-cgu.10__________     0    21     5   171    47    50    15   278    73   870   225   140    31   115    31   323    90  2210    30.7     2.3    28.4     0.0
CGU-regex_syntax.855d99ee34d22d-cgu.00______     0   332     4  1524    31  3680    82  9261   211 12597   240  3482    42  1278    27  4549    83 24981   182.5    40.6   142.0     0.0
CGU-regex_syntax.855d99ee34d22d-cgu.01______     0   273    17  1982    27  1013    23  3124    81  8312   127  1430    20  1509    10  3419    68 19863   135.5    21.6   113.9     0.0
CGU-regex_syntax.855d99ee34d22d-cgu.02______     0   106     5  1953    14   515    12  2083    35  6915    61   859    12  1397     5  2648    28 17253   130.1    17.3   112.8     0.0
CGU-regex_syntax.855d99ee34d22d-cgu.03______     0   152     0  1388     0  4147     0  7857     0 10339     0  1540     0   908     0  3575     0 15876   100.1    24.0    76.1     0.0
CGU-regex_syntax.855d99ee34d22d-cgu.04______     0   212     2  1429     3   603     2  2118     1  5005     8   861     0   910     1  2111     5 13468    90.4    17.6    72.8     0.0
CGU-regex_syntax.855d99ee34d22d-cgu.05______     0   219     1  1387     1   997     1  3151     1  4704     3   937     1   694     0  1878     2 13468    85.8    18.8    67.1     0.0
CGU-regex_syntax.855d99ee34d22d-cgu.06______     0   193     5  1279     5  1496     5  4664     5  6691    15  1120     0   587     0  2345    10 13468    93.0    22.2    70.8     0.0
CGU-regex_syntax.855d99ee34d22d-cgu.07______     0   165    13  1203    13   794    32  2063    92  5600   115  1239     0  1058     9  2219    56 13468   116.1    25.3    90.8     0.0
CGU-regex_syntax.855d99ee34d22d-cgu.08______     0   125     5  1330     6  1648    13  4955    40  7590    49  1028     0  1150     5  2722    23 13464    95.0    19.0    76.0     0.0
CGU-regex_syntax.855d99ee34d22d-cgu.09______     0   121     4  1398     7   735     8  1812    16  5416    27   903     4  1103     2  2187    14 13463    82.5    12.6    69.9     0.0
CGU-regex_syntax.855d99ee34d22d-cgu.10______     0   465     0  1296     0   775     0  1112     0  2622     0  1095     0   324     0  1721     0 13452    86.8    16.7    70.1     0.0
CGU-regex_syntax.855d99ee34d22d-cgu.11______     0   221     3  1248     3   765     9  2917    30  5953    33  1173     0   962     3  2412    15 13449    85.9    16.9    69.0     0.0
CGU-regex_syntax.855d99ee34d22d-cgu.12______     0   147     5  1153    32  2795   114  6671   257  8030   314  1224    64   916    30  2749   102 13447    91.4    26.2    65.1     0.0
CGU-regex_syntax.855d99ee34d22d-cgu.13______     0   111     9  1269     9  1658    23  2706    71  6211    90  1125     0  1048     7  2383    43 13446    92.9    19.6    73.3     0.0
CGU-regex_syntax.855d99ee34d22d-cgu.14______     0   146    14  1239    23   994    32  3299   112  6105   145  1123    30   929     9  2355    71 13446   102.0    18.3    83.7     0.0
CGU-regex_syntax.855d99ee34d22d-cgu.15______     0   171    14   915   140  1636   322  4102   805  5603   917  1354   161   675   126  2046   315 13445   103.7    21.7    82.0     0.0
CGU-regex.7807d24fedc3bdfd-cgu.00___________     0     6   187   101   821   187  1129   515  1688   644  2782    99  1240    60   275   216  1237 11810   367.5    20.7   257.6    89.3
CGU-regex.7807d24fedc3bdfd-cgu.01___________     0    47   152   150   666   442   754  1241  1116  1580  2050   411   824   115   195   610   946 10652   333.6    16.0   215.5   102.0
CGU-regex.7807d24fedc3bdfd-cgu.02___________     0    73    17   554   131  2193   251  3515   539  4715   816   728    92   344   101  1621   285  8075   125.1    14.5    62.7    48.0
CGU-regex.7807d24fedc3bdfd-cgu.03___________     0    21    45   152   219   153   277   595   583   747   887   213   400   132   116   287   355  5049   199.4     8.0   131.3    60.1
CGU-regex.7807d24fedc3bdfd-cgu.04___________     0    31    47   161   246   157   411   758   986   923  1321   156   352   130   122   389   498  4881   184.9    11.1   144.0    29.8
CGU-regex.7807d24fedc3bdfd-cgu.05___________     0    31    45   167   223   164   366   813   886  1019  1182   196   321   134   115   413   459  4798   196.2     9.0   140.7    46.5
CGU-regex.7807d24fedc3bdfd-cgu.06___________     0    23    45   183   173   621   260  1211   461  1500   754   313   172   164    93   546   336  4432   104.6     8.2    64.6    31.8
CGU-regex.7807d24fedc3bdfd-cgu.07___________     0    65    34   170   124   219   131   617   290   899   440   205   116   111    51   404   210  3342   114.7     6.9    89.5    18.4
CGU-regex.7807d24fedc3bdfd-cgu.08___________     0    61    14   202    65   137   115   510   328   764   376   133    80   127    59   368   155  2721    87.2     7.1    64.9    15.3
